Page Count, Touch Count, Fault Count, Extra Faults
4096, 457, 457, 0
4096, 458, 458, 0
4096, 459, 459, 0
4096, 460, 460, 0
4096, 461, 461, 0
4096, 462, 462, 0
4096, 463, 463, 0
4096, 464, 464, 0
4096, 465, 465, 0
4096, 466, 466, 0
4096, 467, 467, 0
4096, 468, 468, 0
4096, 469, 469, 0
4096, 470, 470, 0
4096, 471, 471, 0
4096, 472, 472, 0
4096, 473, 473, 0
4096, 474, 474, 0
4096, 475, 475, 0
4096, 476, 476, 0
4096, 477, 477, 0
4096, 478, 478, 0
4096, 479, 479, 0
4096, 480, 480, 0
4096, 481, 481, 0
4096, 482, 482, 0
4096, 483, 483, 0
4096, 484, 484, 0
4096, 485, 485, 0
4096, 486, 486, 0
4096, 487, 487, 0
4096, 488, 488, 0
4096, 489, 489, 0
4096, 490, 490, 0
4096, 491, 491, 0
4096, 492, 492, 0
4096, 493, 493, 0
4096, 494, 494, 0
4096, 495, 495, 0
4096, 496, 496, 0
4096, 497, 497, 0
4096, 498, 498, 0
4096, 499, 499, 0
4096, 500, 500, 0
4096, 501, 501, 0
4096, 502, 502, 0
4096, 503, 503, 0
4096, 504, 504, 0
4096, 505, 505, 0
4096, 506, 506, 0
4096, 507, 507, 0
4096, 508, 508, 0
4096, 509, 509, 0
4096, 510, 510, 0
4096, 511, 511, 0
4096, 512, 512, 0
4096, 513, 513, 0
4096, 514, 514, 0
4096, 515, 515, 0
4096, 516, 516, 0
4096, 517, 517, 0
4096, 518, 518, 0
4096, 519, 519, 0
4096, 520, 520, 0
4096, 521, 521, 0
4096, 522, 522, 0
4096, 523, 523, 0
4096, 524, 524, 0
4096, 525, 525, 0
4096, 526, 526, 0
4096, 527, 527, 0
4096, 528, 528, 0
4096, 529, 529, 0
4096, 530, 530, 0
4096, 531, 531, 0
4096, 532, 532, 0
4096, 533, 533, 0
4096, 534, 534, 0
4096, 535, 535, 0
4096, 536, 536, 0
4096, 537, 537, 0
4096, 538, 538, 0
4096, 539, 539, 0
4096, 540, 540, 0
4096, 541, 541, 0
4096, 542, 542, 0
4096, 543, 543, 0
4096, 544, 544, 0
4096, 545, 545, 0
4096, 546, 546, 0
4096, 547, 547, 0
4096, 548, 548, 0
4096, 549, 549, 0
4096, 550, 550, 0
4096, 551, 551, 0
4096, 552, 552, 0
4096, 553, 553, 0
4096, 554, 554, 0
4096, 555, 555, 0
4096, 556, 556, 0
4096, 557, 557, 0
4096, 558, 558, 0
4096, 559, 559, 0
4096, 560, 560, 0
4096, 561, 561, 0
4096, 562, 562, 0
4096, 563, 563, 0
4096, 564, 564, 0
4096, 565, 565, 0
4096, 566, 566, 0
4096, 567, 567, 0
4096, 568, 568, 0
4096, 569, 569, 0
4096, 570, 570, 0
4096, 571, 571, 0
4096, 572, 572, 0
4096, 573, 573, 0
4096, 574, 574, 0
4096, 575, 575, 0
4096, 576, 576, 0
4096, 577, 577, 0
4096, 578, 578, 0
4096, 579, 579, 0
4096, 580, 580, 0
4096, 581, 581, 0
4096, 582, 582, 0
4096, 583, 583, 0
4096, 584, 584, 0
4096, 585, 585, 0
4096, 586, 586, 0
4096, 587, 587, 0
4096, 588, 588, 0
4096, 589, 589, 0
4096, 590, 590, 0
4096, 591, 591, 0
4096, 592, 592, 0
4096, 593, 593, 0
4096, 594, 594, 0
4096, 595, 595, 0
4096, 596, 596, 0
4096, 597, 597, 0
4096, 598, 598, 0
4096, 599, 599, 0
4096, 600, 600, 0
4096, 601, 601, 0
4096, 602, 602, 0
4096, 603, 603, 0
4096, 604, 604, 0
4096, 605, 605, 0
4096, 606, 606, 0
4096, 607, 607, 0
4096, 608, 608, 0
4096, 609, 609, 0
4096, 610, 610, 0
4096, 611, 611, 0
4096, 612, 612, 0
4096, 613, 613, 0
4096, 614, 614, 0
4096, 615, 615, 0
4096, 616, 616, 0
4096, 617, 617, 0
4096, 618, 618, 0
4096, 619, 619, 0
4096, 620, 620, 0
4096, 621, 621, 0
4096, 622, 622, 0
4096, 623, 623, 0
4096, 624, 624, 0
4096, 625, 625, 0
4096, 626, 626, 0
4096, 627, 627, 0
4096, 628, 628, 0
4096, 629, 629, 0
4096, 630, 630, 0
4096, 631, 631, 0
4096, 632, 632, 0
4096, 633, 633, 0
4096, 634, 634, 0
4096, 635, 635, 0
4096, 636, 636, 0
4096, 637, 637, 0
4096, 638, 638, 0
4096, 639, 639, 0
4096, 640, 640, 0
4096, 641, 641, 0
4096, 642, 642, 0
4096, 643, 643, 0
4096, 644, 644, 0
4096, 645, 645, 0
4096, 646, 646, 0
4096, 647, 647, 0
4096, 648, 648, 0
4096, 649, 649, 0
4096, 650, 650, 0
4096, 651, 651, 0
4096, 652, 652, 0
4096, 653, 653, 0
4096, 654, 654, 0
4096, 655, 655, 0
4096, 656, 656, 0
4096, 657, 657, 0
4096, 658, 658, 0
4096, 659, 659, 0
4096, 660, 660, 0
4096, 661, 661, 0
4096, 662, 662, 0
4096, 663, 663, 0
4096, 664, 664, 0
4096, 665, 665, 0
4096, 666, 666, 0
4096, 667, 667, 0
4096, 668, 668, 0
4096, 669, 669, 0
4096, 670, 670, 0
4096, 671, 671, 0
4096, 672, 672, 0
4096, 673, 673, 0
4096, 674, 674, 0
4096, 675, 675, 0
4096, 676, 676, 0
4096, 677, 677, 0
4096, 678, 678, 0
4096, 679, 679, 0
4096, 680, 680, 0
4096, 681, 681, 0
4096, 682, 682, 0
4096, 683, 683, 0
4096, 684, 684, 0
4096, 685, 685, 0
4096, 686, 686, 0
4096, 687, 687, 0
4096, 688, 688, 0
4096, 689, 689, 0
4096, 690, 690, 0
4096, 691, 691, 0
4096, 692, 692, 0
4096, 693, 693, 0
4096, 694, 694, 0
4096, 695, 695, 0
4096, 696, 696, 0
4096, 697, 697, 0
4096, 698, 698, 0
4096, 699, 699, 0
4096, 700, 700, 0
4096, 701, 701, 0
4096, 702, 702, 0
4096, 703, 703, 0
4096, 704, 704, 0
4096, 705, 705, 0
4096, 706, 706, 0
4096, 707, 707, 0
4096, 708, 708, 0
4096, 709, 709, 0
4096, 710, 710, 0
4096, 711, 711, 0
4096, 712, 712, 0
4096, 713, 713, 0
4096, 714, 714, 0
4096, 715, 715, 0
4096, 716, 716, 0
4096, 717, 717, 0
4096, 718, 718, 0
4096, 719, 719, 0
4096, 720, 720, 0
4096, 721, 721, 0
4096, 722, 722, 0
4096, 723, 723, 0
4096, 724, 724, 0
4096, 725, 725, 0
4096, 726, 726, 0
4096, 727, 727, 0
4096, 728, 728, 0
4096, 729, 729, 0
4096, 730, 730, 0
4096, 731, 731, 0
4096, 732, 732, 0
4096, 733, 733, 0
4096, 734, 734, 0
4096, 735, 735, 0
4096, 736, 736, 0
4096, 737, 737, 0
4096, 738, 738, 0
4096, 739, 739, 0
4096, 740, 740, 0
4096, 741, 741, 0
4096, 742, 742, 0
4096, 743, 743, 0
4096, 744, 744, 0
4096, 745, 745, 0
4096, 746, 746, 0
4096, 747, 747, 0
4096, 748, 748, 0
4096, 749, 749, 0
4096, 750, 750, 0
4096, 751, 751, 0
4096, 752, 752, 0
4096, 753, 753, 0
4096, 754, 754, 0
4096, 755, 755, 0
4096, 756, 756, 0
4096, 757, 757, 0
4096, 758, 758, 0
4096, 759, 759, 0
4096, 760, 760, 0
4096, 761, 761, 0
4096, 762, 762, 0
4096, 763, 763, 0
4096, 764, 764, 0
4096, 765, 765, 0
4096, 766, 766, 0
4096, 767, 767, 0
4096, 768, 768, 0
4096, 769, 769, 0
4096, 770, 770, 0
4096, 771, 771, 0
4096, 772, 772, 0
4096, 773, 773, 0
4096, 774, 774, 0
4096, 775, 775, 0
4096, 776, 776, 0
4096, 777, 777, 0
4096, 778, 778, 0
4096, 779, 779, 0
4096, 780, 780, 0
4096, 781, 781, 0
4096, 782, 782, 0
4096, 783, 783, 0
4096, 784, 784, 0
4096, 785, 785, 0
4096, 786, 786, 0
4096, 787, 787, 0
4096, 788, 788, 0
4096, 789, 789, 0
4096, 790, 790, 0
4096, 791, 791, 0
4096, 792, 792, 0
4096, 793, 793, 0
4096, 794, 794, 0
4096, 795, 795, 0
4096, 796, 796, 0
4096, 797, 797, 0
4096, 798, 798, 0
4096, 799, 799, 0
4096, 800, 800, 0
4096, 801, 801, 0
4096, 802, 802, 0
4096, 803, 803, 0
4096, 804, 804, 0
4096, 805, 805, 0
4096, 806, 806, 0
4096, 807, 807, 0
4096, 808, 808, 0
4096, 809, 809, 0
4096, 810, 810, 0
4096, 811, 811, 0
4096, 812, 812, 0
4096, 813, 813, 0
4096, 814, 814, 0
4096, 815, 815, 0
4096, 816, 816, 0
4096, 817, 817, 0
4096, 818, 818, 0
4096, 819, 819, 0
4096, 820, 820, 0
4096, 821, 821, 0
4096, 822, 822, 0
4096, 823, 823, 0
4096, 824, 824, 0
4096, 825, 825, 0
4096, 826, 826, 0
4096, 827, 827, 0
4096, 828, 828, 0
4096, 829, 829, 0
4096, 830, 830, 0
4096, 831, 831, 0
4096, 832, 832, 0
4096, 833, 833, 0
4096, 834, 834, 0
4096, 835, 835, 0
4096, 836, 836, 0
4096, 837, 837, 0
4096, 838, 838, 0
4096, 839, 839, 0
4096, 840, 840, 0
4096, 841, 841, 0
4096, 842, 842, 0
4096, 843, 843, 0
4096, 844, 844, 0
4096, 845, 845, 0
4096, 846, 846, 0
4096, 847, 847, 0
4096, 848, 848, 0
4096, 849, 849, 0
4096, 850, 850, 0
4096, 851, 851, 0
4096, 852, 852, 0
4096, 853, 853, 0
4096, 854, 854, 0
4096, 855, 855, 0
4096, 856, 856, 0
4096, 857, 857, 0
4096, 858, 858, 0
4096, 859, 859, 0
4096, 860, 860, 0
4096, 861, 861, 0
4096, 862, 862, 0
4096, 863, 863, 0
4096, 864, 864, 0
4096, 865, 865, 0
4096, 866, 866, 0
4096, 867, 867, 0
4096, 868, 868, 0
4096, 869, 869, 0
4096, 870, 870, 0
4096, 871, 871, 0
4096, 872, 872, 0
4096, 873, 873, 0
4096, 874, 874, 0
4096, 875, 875, 0
4096, 876, 876, 0
4096, 877, 877, 0
4096, 878, 878, 0
4096, 879, 879, 0
4096, 880, 880, 0
4096, 881, 881, 0
4096, 882, 882, 0
4096, 883, 883, 0
4096, 884, 884, 0
4096, 885, 885, 0
4096, 886, 886, 0
4096, 887, 887, 0
4096, 888, 888, 0
4096, 889, 889, 0
4096, 890, 890, 0
4096, 891, 891, 0
4096, 892, 892, 0
4096, 893, 893, 0
4096, 894, 894, 0
4096, 895, 895, 0
4096, 896, 896, 0
4096, 897, 897, 0
4096, 898, 898, 0
4096, 899, 899, 0
4096, 900, 900, 0
4096, 901, 901, 0
4096, 902, 902, 0
4096, 903, 903, 0
4096, 904, 904, 0
4096, 905, 905, 0
4096, 906, 906, 0
4096, 907, 907, 0
4096, 908, 908, 0
4096, 909, 909, 0
4096, 910, 910, 0
4096, 911, 911, 0
4096, 912, 912, 0
4096, 913, 913, 0
4096, 914, 914, 0
4096, 915, 915, 0
4096, 916, 916, 0
4096, 917, 917, 0
4096, 918, 918, 0
4096, 919, 919, 0
4096, 920, 920, 0
4096, 921, 921, 0
4096, 922, 922, 0
4096, 923, 923, 0
4096, 924, 924, 0
4096, 925, 925, 0
4096, 926, 926, 0
4096, 927, 927, 0
4096, 928, 928, 0
4096, 929, 929, 0
4096, 930, 930, 0
4096, 931, 931, 0
4096, 932, 932, 0
4096, 933, 933, 0
4096, 934, 934, 0
4096, 935, 935, 0
4096, 936, 936, 0
4096, 937, 937, 0
4096, 938, 938, 0
4096, 939, 939, 0
4096, 940, 940, 0
4096, 941, 941, 0
4096, 942, 942, 0
4096, 943, 943, 0
4096, 944, 944, 0
4096, 945, 945, 0
4096, 946, 946, 0
4096, 947, 947, 0
4096, 948, 948, 0
4096, 949, 949, 0
4096, 950, 950, 0
4096, 951, 951, 0
4096, 952, 952, 0
4096, 953, 953, 0
4096, 954, 954, 0
4096, 955, 955, 0
4096, 956, 956, 0
4096, 957, 957, 0
4096, 958, 958, 0
4096, 959, 959, 0
4096, 960, 960, 0
4096, 961, 961, 0
4096, 962, 962, 0
4096, 963, 963, 0
4096, 964, 964, 0
4096, 965, 965, 0
4096, 966, 966, 0
4096, 967, 967, 0
4096, 968, 968, 0
4096, 969, 969, 0
4096, 970, 970, 0
4096, 971, 971, 0
4096, 972, 972, 0
4096, 973, 973, 0
4096, 974, 974, 0
4096, 975, 975, 0
4096, 976, 976, 0
4096, 977, 977, 0
4096, 978, 978, 0
4096, 979, 979, 0
4096, 980, 980, 0
4096, 981, 981, 0
4096, 982, 982, 0
4096, 983, 983, 0
4096, 984, 984, 0
4096, 985, 985, 0
4096, 986, 986, 0
4096, 987, 987, 0
4096, 988, 988, 0
4096, 989, 989, 0
4096, 990, 990, 0
4096, 991, 991, 0
4096, 992, 992, 0
4096, 993, 993, 0
4096, 994, 994, 0
4096, 995, 995, 0
4096, 996, 996, 0
4096, 997, 997, 0
4096, 998, 998, 0
4096, 999, 999, 0
4096, 1000, 1000, 0
4096, 1001, 1001, 0
4096, 1002, 1002, 0
4096, 1003, 1003, 0
4096, 1004, 1004, 0
4096, 1005, 1005, 0
4096, 1006, 1006, 0
4096, 1007, 1007, 0
4096, 1008, 1008, 0
4096, 1009, 1009, 0
4096, 1010, 1010, 0
4096, 1011, 1011, 0
4096, 1012, 1012, 0
4096, 1013, 1013, 0
4096, 1014, 1014, 0
4096, 1015, 1015, 0
4096, 1016, 1016, 0
4096, 1017, 1017, 0
4096, 1018, 1018, 0
4096, 1019, 1019, 0
4096, 1020, 1020, 0
4096, 1021, 1021, 0
4096, 1022, 1022, 0
4096, 1023, 1023, 0
4096, 1024, 1024, 0
4096, 1025, 1025, 0
4096, 1026, 1026, 0
4096, 1027, 1027, 0
4096, 1028, 1028, 0
4096, 1029, 1029, 0
4096, 1030, 1030, 0
4096, 1031, 1031, 0
4096, 1032, 1032, 0
4096, 1033, 1033, 0
4096, 1034, 1034, 0
4096, 1035, 1035, 0
4096, 1036, 1036, 0
4096, 1037, 1037, 0
4096, 1038, 1038, 0
4096, 1039, 1039, 0
4096, 1040, 1040, 0
4096, 1041, 1041, 0
4096, 1042, 1042, 0
4096, 1043, 1043, 0
4096, 1044, 1044, 0
4096, 1045, 1045, 0
4096, 1046, 1046, 0
4096, 1047, 1047, 0
4096, 1048, 1048, 0
4096, 1049, 1049, 0
4096, 1050, 1050, 0
4096, 1051, 1051, 0
4096, 1052, 1052, 0
4096, 1053, 1053, 0
4096, 1054, 1054, 0
4096, 1055, 1055, 0
4096, 1056, 1056, 0
4096, 1057, 1057, 0
4096, 1058, 1058, 0
4096, 1059, 1059, 0
4096, 1060, 1060, 0
4096, 1061, 1061, 0
4096, 1062, 1062, 0
4096, 1063, 1063, 0
4096, 1064, 1064, 0
4096, 1065, 1065, 0
4096, 1066, 1066, 0
4096, 1067, 1067, 0
4096, 1068, 1068, 0
4096, 1069, 1069, 0
4096, 1070, 1070, 0
4096, 1071, 1071, 0
4096, 1072, 1072, 0
4096, 1073, 1073, 0
4096, 1074, 1074, 0
4096, 1075, 1075, 0
4096, 1076, 1076, 0
4096, 1077, 1077, 0
4096, 1078, 1078, 0
4096, 1079, 1079, 0
4096, 1080, 1080, 0
4096, 1081, 1081, 0
4096, 1082, 1082, 0
4096, 1083, 1083, 0
4096, 1084, 1084, 0
4096, 1085, 1085, 0
4096, 1086, 1086, 0
4096, 1087, 1087, 0
4096, 1088, 1088, 0
4096, 1089, 1089, 0
4096, 1090, 1090, 0
4096, 1091, 1091, 0
4096, 1092, 1092, 0
4096, 1093, 1093, 0
4096, 1094, 1094, 0
4096, 1095, 1095, 0
4096, 1096, 1096, 0
4096, 1097, 1097, 0
4096, 1098, 1098, 0
4096, 1099, 1099, 0
4096, 1100, 1100, 0
4096, 1101, 1101, 0
4096, 1102, 1102, 0
4096, 1103, 1103, 0
4096, 1104, 1104, 0
4096, 1105, 1105, 0
4096, 1106, 1106, 0
4096, 1107, 1107, 0
4096, 1108, 1108, 0
4096, 1109, 1109, 0
4096, 1110, 1110, 0
4096, 1111, 1111, 0
4096, 1112, 1112, 0
4096, 1113, 1113, 0
4096, 1114, 1114, 0
4096, 1115, 1115, 0
4096, 1116, 1116, 0
4096, 1117, 1117, 0
4096, 1118, 1118, 0
4096, 1119, 1119, 0
4096, 1120, 1120, 0
4096, 1121, 1121, 0
4096, 1122, 1122, 0
4096, 1123, 1123, 0
4096, 1124, 1124, 0
4096, 1125, 1125, 0
4096, 1126, 1126, 0
4096, 1127, 1127, 0
4096, 1128, 1128, 0
4096, 1129, 1129, 0
4096, 1130, 1130, 0
4096, 1131, 1131, 0
4096, 1132, 1132, 0
4096, 1133, 1133, 0
4096, 1134, 1134, 0
4096, 1135, 1135, 0
4096, 1136, 1136, 0
